"country","fiscal_year","quarter_num","store_count"
"Slovakia","FY24","Q3",12
"Slovakia","FY24","Q2",12
"Slovakia","FY24","Q1",12
"Slovakia","FY23","Q4",11
"Slovakia","FY23","Q3",10
"Slovakia","FY23","Q2",10
"Slovakia","FY23","Q1",10
"Slovakia","FY22","Q4",9
"South Africa","FY25","Q3",73
"South Africa","FY25","Q2",72
"South Africa","FY25","Q1",72
"South Africa","FY24","Q4",71
"South Africa","FY24","Q3",69
"South Africa","FY24","Q2",69
"South Africa","FY24","Q1",69
"South Africa","FY23","Q4",65
"South Africa","FY23","Q3",65
"South Africa","FY23","Q2",65
"South Africa","FY23","Q1",64
"South Africa","FY22","Q4",63
"South Korea","FY25","Q3",2050
"South Korea","FY25","Q2",2017
"South Korea","FY25","Q1",2009
"South Korea","FY24","Q4",1980
"South Korea","FY24","Q3",1937
"South Korea","FY24","Q2",1914
"South Korea","FY24","Q1",1893
"South Korea","FY23","Q4",1870
"South Korea","FY23","Q3",1838
"South Korea","FY23","Q2",1813
"South Korea","FY23","Q1",1777
"South Korea","FY22","Q4",1750
"Spain","FY25","Q3",186
"Spain","FY25","Q2",184
"Spain","FY25","Q1",181
"Spain","FY24","Q4",177
"Spain","FY24","Q3",173
"Spain","FY24","Q2",167
"Spain","FY24","Q1",164
"Spain","FY23","Q4",157
"Spain","FY23","Q3",155
"Spain","FY23","Q2",153
"Spain","FY23","Q1",150
"Spain","FY22","Q4",149
"Sweden","FY25","Q3",3
"Sweden","FY25","Q2",3
"Sweden","FY25","Q1",3
"Sweden","FY24","Q4",3
"Sweden","FY24","Q3",3
"Sweden","FY24","Q2",3
"Sweden","FY24","Q1",3
"Sweden","FY23","Q4",3
"Sweden","FY23","Q3",4
"Sweden","FY23","Q2",4
"Sweden","FY23","Q1",4
"Sweden","FY22","Q4",4
"Switzerland","FY25","Q3",7
"Switzerland","FY25","Q2",7
"Switzerland","FY25","Q1",8
"Switzerland","FY24","Q4",8
"Switzerland","FY24","Q3",8
"Switzerland","FY24","Q2",9
"Switzerland","FY24","Q1",9
"Switzerland","FY23","Q4",9
"Switzerland","FY23","Q3",9
"Switzerland","FY23","Q2",9
"Switzerland","FY23","Q1",9
"Switzerland","FY22","Q4",9
"Taiwan","FY25","Q3",585
"Taiwan","FY25","Q2",581
"Taiwan","FY25","Q1",576
"Taiwan","FY24","Q4",571
"Taiwan","FY24","Q3",567
"Taiwan","FY24","Q2",563
"Taiwan","FY24","Q1",564
"Taiwan","FY23","Q4",563
"Taiwan","FY23","Q3",560
"Taiwan","FY23","Q2",555
"Taiwan","FY23","Q1",548
"Taiwan","FY22","Q4",544
"Thailand","FY25","Q3",535
"Thailand","FY25","Q2",528
"Thailand","FY25","Q1",522
"Thailand","FY24","Q4",513
"Thailand","FY24","Q3",501
"Thailand","FY24","Q2",494
"Thailand","FY24","Q1",485
"Thailand","FY23","Q4",474
"Thailand","FY23","Q3",465
"Thailand","FY23","Q2",462
"Thailand","FY23","Q1",454
"Thailand","FY22","Q4",446
"Trinidad and Tobago","FY25","Q3",17
"Trinidad and Tobago","FY25","Q2",17
"Trinidad and Tobago","FY25","Q1",17
"Trinidad and Tobago","FY24","Q4",17
"Trinidad and Tobago","FY24","Q3",17
"Trinidad and Tobago","FY24","Q2",16
"Trinidad and Tobago","FY24","Q1",16
"Trinidad and Tobago","FY23","Q4",15
"Trinidad and Tobago","FY23","Q3",15
"Trinidad and Tobago","FY23","Q2",15
"Trinidad and Tobago","FY23","Q1",12
"Trinidad and Tobago","FY22","Q4",12
"Turkey","FY25","Q3",753
"Turkey","FY25","Q2",730
"Turkey","FY25","Q1",726
"Turkey","FY24","Q4",722
"Turkey","FY24","Q3",716
"Turkey","FY24","Q2",701
"Turkey","FY24","Q1",692
"Turkey","FY23","Q4",676
"Turkey","FY23","Q3",665
"Turkey","FY23","Q2",649
"Turkey","FY23","Q1",640
"Turkey","FY22","Q4",604
"Turks and Caicos","FY25","Q3",1
"Turks and Caicos","FY25","Q2",1
"Turks and Caicos","FY25","Q1",1
"Turks and Caicos","FY24","Q4",1
"Turks and Caicos","FY24","Q3",1
"Turks and Caicos","FY24","Q2",1
"Turks and Caicos","FY24","Q1",1
"Turks and Caicos","FY23","Q4",1
"Turks and Caicos","FY23","Q3",1
"Turks and Caicos","FY23","Q2",1
"Turks and Caicos","FY23","Q1",1
"Turks and Caicos","FY22","Q4",1
"UAE - Dubai","FY25","Q3",318
"UAE - Dubai","FY25","Q2",318
"UAE - Dubai","FY25","Q1",322
"UAE - Dubai","FY24","Q4",315
"UAE - Dubai","FY24","Q3",316
"UAE - Dubai","FY24","Q2",311
"UAE - Dubai","FY24","Q1",313
"UAE - Dubai","FY23","Q4",294
"UAE - Dubai","FY23","Q3",286
"UAE - Dubai","FY23","Q2",284
"UAE - Dubai","FY23","Q1",280
"UAE - Dubai","FY22","Q4",273
"United Kingdom2","FY25","Q3",895
"United Kingdom2","FY25","Q2",886
"United Kingdom2","FY25","Q1",878
"United Kingdom2","FY24","Q4",976
"United Kingdom2","FY24","Q3",961
"United Kingdom2","FY24","Q2",947
"United Kingdom2","FY24","Q1",939
"United Kingdom2","FY23","Q4",911
"United Kingdom2","FY23","Q3",894
"United Kingdom2","FY23","Q2",878
"United Kingdom2","FY23","Q1",860
"United Kingdom2","FY22","Q4",838
"Uruguay","FY25","Q3",18
"Uruguay","FY25","Q2",18
"Uruguay","FY25","Q1",18
"Uruguay","FY24","Q4",17
"Uruguay","FY24","Q3",16
"Uruguay","FY24","Q2",16
"Uruguay","FY24","Q1",16
"Uruguay","FY23","Q4",14
"Uruguay","FY23","Q3",14
"Uruguay","FY23","Q2",13
"Uruguay","FY23","Q1",12
"Uruguay","FY22","Q4",12
"Vietnam","FY25","Q3",133
"Vietnam","FY25","Q2",125
"Vietnam","FY25","Q1",124
"Vietnam","FY24","Q4",117
"Vietnam","FY24","Q3",112
"Vietnam","FY24","Q2",106
"Vietnam","FY24","Q1",104
"Vietnam","FY23","Q4",100
"Vietnam","FY23","Q3",92
"Vietnam","FY23","Q2",89
"Vietnam","FY23","Q1",87
"Vietnam","FY22","Q4",82
"Total International","FY25","Q3",12086
"Total International","FY25","Q2",11988
"Total International","FY25","Q1",11956
"Total International","FY24","Q4",11918
"Total International","FY24","Q3",11753
"Total International","FY24","Q2",11604
"Total International","FY24","Q1",11506
"Total International","FY23","Q4",11264
"Total International","FY23","Q3",11050
"Total International","FY23","Q2",10844
"Total International","FY23","Q1",10655
"Total International","FY22","Q4",10379
NA,"FY25","Q3",NA
NA,"FY25","Q2",NA
NA,"FY25","Q1",NA
NA,"FY24","Q4",NA
NA,"FY24","Q3",NA
NA,"FY24","Q2",NA
NA,"FY24","Q1",NA
NA,"FY23","Q4",NA
NA,"FY23","Q3",NA
NA,"FY23","Q2",NA
NA,"FY23","Q1",NA
NA,"FY22","Q4",NA
"Co-operated","FY25","Q3",NA
"Co-operated","FY25","Q2",NA
"Co-operated","FY25","Q1",NA
"Co-operated","FY24","Q4",NA
"Co-operated","FY24","Q3",NA
"Co-operated","FY24","Q2",NA
"Co-operated","FY24","Q1",NA
"Co-operated","FY23","Q4",NA
"Co-operated","FY23","Q3",NA
"Co-operated","FY23","Q2",NA
"Co-operated","FY23","Q1",NA
"Co-operated","FY22","Q4",NA
"Canada","FY25","Q3",1022
"Canada","FY25","Q2",1014
"Canada","FY25","Q1",999
"Canada","FY24","Q4",997
"Canada","FY24","Q3",987
"Canada","FY24","Q2",981
"Canada","FY24","Q1",981
"Canada","FY23","Q4",977
"Canada","FY23","Q3",972
"Canada","FY23","Q2",965
"Canada","FY23","Q1",956
"Canada","FY22","Q4",946
"United States","FY25","Q3",10431
"United States","FY25","Q2",10317
"United States","FY25","Q1",10243
"United States","FY24","Q4",10164
"United States","FY24","Q3",9953
"United States","FY24","Q2",9846
"United States","FY24","Q1",9734
"United States","FY23","Q4",9651
"United States","FY23","Q3",9480
"United States","FY23","Q2",9382
"United States","FY23","Q1",9300
"United States","FY22","Q4",9270
"Total North America","FY25","Q3",11453
"Total North America","FY25","Q2",11331
"Total North America","FY25","Q1",11242
"Total North America","FY24","Q4",11161
"Total North America","FY24","Q3",10940
"Total North America","FY24","Q2",10827
"Total North America","FY24","Q1",10715
"Total North America","FY23","Q4",10628
"Total North America","FY23","Q3",10452
"Total North America","FY23","Q2",10347
"Total North America","FY23","Q1",10256
"Total North America","FY22","Q4",10216
"Austria","FY25","Q3",24
"Austria","FY25","Q2",23
"Austria","FY25","Q1",22
"Austria","FY24","Q4",22
"Austria","FY24","Q3",21
"Austria","FY24","Q2",21
"Austria","FY24","Q1",21
"Austria","FY23","Q4",20
"Austria","FY23","Q3",20
"Austria","FY23","Q2",20
"Austria","FY23","Q1",20
"Austria","FY22","Q4",20
"China","FY25","Q3",7828
"China","FY25","Q2",7758
"China","FY25","Q1",7685
"China","FY24","Q4",7596
"China","FY24","Q3",7306
"China","FY24","Q2",7093
"China","FY24","Q1",6975
"China","FY23","Q4",6806
"China","FY23","Q3",6480
"China","FY23","Q2",6243
"China","FY23","Q1",6090
"China","FY22","Q4",6021
"Italy","FY25","Q3",1
"Italy","FY25","Q2",1
"Italy","FY25","Q1",1
"Italy","FY24","Q4",1
"Italy","FY24","Q3",1
"Italy","FY24","Q2",1
"Italy","FY24","Q1",1
"Italy","FY23","Q4",1
"Italy","FY23","Q3",1
"Italy","FY23","Q2",1
"Italy","FY23","Q1",1
"Italy","FY22","Q4",1
"Japan","FY25","Q3",1854
"Japan","FY25","Q2",1832
"Japan","FY25","Q1",1817
"Japan","FY24","Q4",1811
"Japan","FY24","Q3",1784
"Japan","FY24","Q2",1759
"Japan","FY24","Q1",1747
"Japan","FY23","Q4",1735
"Japan","FY23","Q3",1696
"Japan","FY23","Q2",1666
"Japan","FY23","Q1",1649
"Japan","FY22","Q4",1632
"Switzerland","FY25","Q3",49
"Switzerland","FY25","Q2",48
"Switzerland","FY25","Q1",48
"Switzerland","FY24","Q4",49
"Switzerland","FY24","Q3",48
"Switzerland","FY24","Q2",48
"Switzerland","FY24","Q1",48
"Switzerland","FY23","Q4",47
"Switzerland","FY23","Q3",47
"Switzerland","FY23","Q2",46
"Switzerland","FY23","Q1",46
"Switzerland","FY22","Q4",45
"United Kingdom2","FY25","Q3",521
"United Kingdom2","FY25","Q2",512
"United Kingdom2","FY25","Q1",510
"United Kingdom2","FY24","Q4",378
"United Kingdom2","FY24","Q3",366
"United Kingdom2","FY24","Q2",360
"United Kingdom2","FY24","Q1",358
"United Kingdom2","FY23","Q4",355
"United Kingdom2","FY23","Q3",336
"United Kingdom2","FY23","Q2",332
"United Kingdom2","FY23","Q1",328
"United Kingdom2","FY22","Q4",318
NA,"FY25","Q3",NA
NA,"FY25","Q2",NA
NA,"FY25","Q1",NA
NA,"FY24","Q4",NA
NA,"FY24","Q3",NA
NA,"FY24","Q2",NA
NA,"FY24","Q1",NA
NA,"FY23","Q4",NA
NA,"FY23","Q3",NA
NA,"FY23","Q2",NA
NA,"FY23","Q1",NA
NA,"FY22","Q4",NA
"Segment Totals","FY25","Q3",NA
"Segment Totals","FY25","Q2",NA
"Segment Totals","FY25","Q1",NA
"Segment Totals","FY24","Q4",NA
"Segment Totals","FY24","Q3",NA
"Segment Totals","FY24","Q2",NA
"Segment Totals","FY24","Q1",NA
"Segment Totals","FY23","Q4",NA
"Segment Totals","FY23","Q3",NA
"Segment Totals","FY23","Q2",NA
"Segment Totals","FY23","Q1",NA
"Segment Totals","FY22","Q4",NA
"North America Licensed","FY25","Q3",7281
"North America Licensed","FY25","Q2",7296
"North America Licensed","FY25","Q1",7295
"North America Licensed","FY24","Q4",7263
"North America Licensed","FY24","Q3",7258
"North America Licensed","FY24","Q2",7238
"North America Licensed","FY24","Q1",7216
"North America Licensed","FY23","Q4",7182
"North America Licensed","FY23","Q3",7140
"North America Licensed","FY23","Q2",7135
"North America Licensed","FY23","Q1",7125
"North America Licensed","FY22","Q4",7079
"North America Co-operated","FY25","Q3",11453
"North America Co-operated","FY25","Q2",11331
"North America Co-operated","FY25","Q1",11242
"North America Co-operated","FY24","Q4",11161
"North America Co-operated","FY24","Q3",10940
"North America Co-operated","FY24","Q2",10827
"North America Co-operated","FY24","Q1",10715
"North America Co-operated","FY23","Q4",10628
"North America Co-operated","FY23","Q3",10452
"North America Co-operated","FY23","Q2",10347
"North America Co-operated","FY23","Q1",10256
"North America Co-operated","FY22","Q4",10216
"Total U.S.","FY25","Q3",17230
"Total U.S.","FY25","Q2",17122
"Total U.S.","FY25","Q1",17049
"Total U.S.","FY24","Q4",16941
"Total U.S.","FY24","Q3",16730
"Total U.S.","FY24","Q2",16600
"Total U.S.","FY24","Q1",16466
"Total U.S.","FY23","Q4",16352
"Total U.S.","FY23","Q3",16144
"Total U.S.","FY23","Q2",16044
"Total U.S.","FY23","Q1",15952
"Total U.S.","FY22","Q4",15878
"Total North America","FY25","Q3",18734
"Total North America","FY25","Q2",18627
"Total North America","FY25","Q1",18537
"Total North America","FY24","Q4",18424
"Total North America","FY24","Q3",18198
"Total North America","FY24","Q2",18065
"Total North America","FY24","Q1",17931
"Total North America","FY23","Q4",17810
"Total North America","FY23","Q3",17592
"Total North America","FY23","Q2",17482
"Total North America","FY23","Q1",17381
"Total North America","FY22","Q4",17295
"International Licensed","FY25","Q3",12086
"International Licensed","FY25","Q2",11988
"International Licensed","FY25","Q1",11956
"International Licensed","FY24","Q4",11918
"International Licensed","FY24","Q3",11753
"International Licensed","FY24","Q2",11604
"International Licensed","FY24","Q1",11506
"International Licensed","FY23","Q4",11264
"International Licensed","FY23","Q3",11050
"International Licensed","FY23","Q2",10844
"International Licensed","FY23","Q1",10655
"International Licensed","FY22","Q4",10379
"International Co-operated","FY25","Q3",10277
"International Co-operated","FY25","Q2",10174
"International Co-operated","FY25","Q1",10083
"International Co-operated","FY24","Q4",9857
"International Co-operated","FY24","Q3",9526
"International Co-operated","FY24","Q2",9282
"International Co-operated","FY24","Q1",9150
"International Co-operated","FY23","Q4",8964
"International Co-operated","FY23","Q3",8580
"International Co-operated","FY23","Q2",8308
"International Co-operated","FY23","Q1",8134
"International Co-operated","FY22","Q4",8037
"Total China","FY25","Q3",7828
"Total China","FY25","Q2",7758
"Total China","FY25","Q1",7685
"Total China","FY24","Q4",7596
"Total China","FY24","Q3",7306
"Total China","FY24","Q2",7093
"Total China","FY24","Q1",6975
"Total China","FY23","Q4",6806
"Total China","FY23","Q3",6480
"Total China","FY23","Q2",6243
"Total China","FY23","Q1",6090
"Total China","FY22","Q4",6021
"Total International","FY25","Q3",22363
"Total International","FY25","Q2",22162
"Total International","FY25","Q1",22039
"Total International","FY24","Q4",21775
"Total International","FY24","Q3",21279
"Total International","FY24","Q2",20886
"Total International","FY24","Q1",20656
"Total International","FY23","Q4",20228
"Total International","FY23","Q3",19630
"Total International","FY23","Q2",19152
"Total International","FY23","Q1",18789
"Total International","FY22","Q4",18416
NA,"FY25","Q3",NA
NA,"FY25","Q2",NA
NA,"FY25","Q1",NA
NA,"FY24","Q4",NA
NA,"FY24","Q3",NA
NA,"FY24","Q2",NA
NA,"FY24","Q1",NA
NA,"FY23","Q4",NA
NA,"FY23","Q3",NA
NA,"FY23","Q2",NA
NA,"FY23","Q1",NA
NA,"FY22","Q4",NA
"Total Licensed","FY25","Q3",19367
"Total Licensed","FY25","Q2",19284
"Total Licensed","FY25","Q1",19251
"Total Licensed","FY24","Q4",19181
"Total Licensed","FY24","Q3",19011
"Total Licensed","FY24","Q2",18842
"Total Licensed","FY24","Q1",18722
"Total Licensed","FY23","Q4",18446
"Total Licensed","FY23","Q3",18190
"Total Licensed","FY23","Q2",17979
"Total Licensed","FY23","Q1",17780
"Total Licensed","FY22","Q4",17458
"Total Co-operated","FY25","Q3",21730
"Total Co-operated","FY25","Q2",21505
"Total Co-operated","FY25","Q1",21325
"Total Co-operated","FY24","Q4",21018
"Total Co-operated","FY24","Q3",20466
"Total Co-operated","FY24","Q2",20109
"Total Co-operated","FY24","Q1",19865
"Total Co-operated","FY23","Q4",19592
"Total Co-operated","FY23","Q3",19032
"Total Co-operated","FY23","Q2",18655
"Total Co-operated","FY23","Q1",18390
"Total Co-operated","FY22","Q4",18253
"Grand Total","FY25","Q3",41097
"Grand Total","FY25","Q2",40789
"Grand Total","FY25","Q1",40576
"Grand Total","FY24","Q4",40199
"Grand Total","FY24","Q3",39477
"Grand Total","FY24","Q2",38951
"Grand Total","FY24","Q1",38587
"Grand Total","FY23","Q4",38038
"Grand Total","FY23","Q3",37222
"Grand Total","FY23","Q2",36634
"Grand Total","FY23","Q1",36170
"Grand Total","FY22","Q4",35711
NA,"FY25","Q3",NA
NA,"FY25","Q2",NA
NA,"FY25","Q1",NA
NA,"FY24","Q4",NA
NA,"FY24","Q3",NA
NA,"FY24","Q2",NA
NA,"FY24","Q1",NA
NA,"FY23","Q4",NA
NA,"FY23","Q3",NA
NA,"FY23","Q2",NA
NA,"FY23","Q1",NA
NA,"FY22","Q4",NA
"Note:","FY25","Q3",NA
"Note:","FY25","Q2",NA
"Note:","FY25","Q1",NA
"Note:","FY24","Q4",NA
"Note:","FY24","Q3",NA
"Note:","FY24","Q2",NA
"Note:","FY24","Q1",NA
"Note:","FY23","Q4",NA
"Note:","FY23","Q3",NA
"Note:","FY23","Q2",NA
"Note:","FY23","Q1",NA
"Note:","FY22","Q4",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY25","Q3",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY25","Q2",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY25","Q1",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY24","Q4",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY24","Q3",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY24","Q2",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY24","Q1",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY23","Q4",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY23","Q3",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY23","Q2",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY23","Q1",NA
"Changes in store ownership types are reflected as current period activity without restating historical store count.","FY22","Q4",NA
"(1) Not a separate market.","FY25","Q3",NA
"(1) Not a separate market.","FY25","Q2",NA
"(1) Not a separate market.","FY25","Q1",NA
"(1) Not a separate market.","FY24","Q4",NA
"(1) Not a separate market.","FY24","Q3",NA
"(1) Not a separate market.","FY24","Q2",NA
"(1) Not a separate market.","FY24","Q1",NA
"(1) Not a separate market.","FY23","Q4",NA
"(1) Not a separate market.","FY23","Q3",NA
"(1) Not a separate market.","FY23","Q2",NA
"(1) Not a separate market.","FY23","Q1",NA
"(1) Not a separate market.","FY22","Q4",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY25","Q3",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY25","Q2",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY25","Q1",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY24","Q4",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY24","Q3",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY24","Q2",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY24","Q1",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY23","Q4",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY23","Q3",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY23","Q2",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY23","Q1",NA
"(2) United Kingdom represents four separate markets: England, Northern Ireland, Wales, and Scotland.","FY22","Q4",NA
